id,Linkin Nimi,Linkin Kuvaus,Linkin hallintaorg,UniqueNimi,Kieli,Kohde (Organisaatio),Url
2820,Oikeusapu,Ongelmatilanteet,Infopankki,Oikeusapu,fi,Oikeusministeriö,https://oikeus.fi/fi/index/esitteet/oikeusapu.html
2821,Rikosjutun käsittely käräjäoikeudessa,Ongelmatilanteet,Infopankki,Rikosjutun käsittely käräjäoikeudessa,fi,Oikeusministeriö,https://oikeus.fi/tuomioistuimet/fi/index/asiat/rikosasiat/rikosasiankasittely.html
2824,Turvakotien yhteystiedot,Ongelmatilanteet,Infopankki,Turvakotien yhteystiedot,fi,Terveyden ja hyvinvoinnin laitos,https://thl.fi/fi/palvelut-ja-asiointi/valtion-sosiaali-ja-terveydenhuollon-erityispalvelut/turvakotipalvelut/turvakodit/turvakotien-yhteystiedot
2825,Koulutus- ja työelämäopas nuorille,Työ ja yrittäjyys,Infopankki,Koulutus- ja työelämäopas nuorille,fi,Samalleviivalle.fi,https://www.tat.fi/wp-content/uploads/2016/04/opas_koulutuksesta_ja_tyoelamasta_monikulttuurisille_nuorille.pdf
2826,Suomen kansalaisen puoliso,Muutto Suomeen,Infopankki,Suomen kansalaisen puoliso,fi,Maahanmuuttovirasto,https://migri.fi/aviopuoliso-suomen-kansalainen
2829,Ulkomaan kansalaisen puoliso,Muutto Suomeen,Infopankki,Ulkomaan kansalaisen puoliso,fi,Maahanmuuttovirasto,https://migri.fi/aviopuoliso-suomessa-oleskeluluvalla
2831,Suomen kansalaisen avopuoliso,Muutto Suomeen,Infopankki,Suomen kansalaisen avopuoliso,fi,Maahanmuuttovirasto,https://migri.fi/avopuoliso-suomen-kansalainen
2832,Ulkomaan kansalaisen avopuoliso,Muutto Suomeen,Infopankki,Ulkomaan kansalaisen avopuoliso,fi,Maahanmuuttovirasto,https://migri.fi/avopuoliso-suomessa-oleskeluluvalla
2833,Seurustelukumppani,Muutto Suomeen,Infopankki,Seurustelukumppani,fi,Maahanmuuttovirasto,https://migri.fi/seurustelusuhde
2835,Suomen kansalaisen lapsi,Muutto Suomeen,Infopankki,Suomen kansalaisen lapsi,fi,Maahanmuuttovirasto,https://migri.fi/huoltaja-suomen-kansalainen
2836,Ulkomaan kansalaisen lapsi,Muutto Suomeen,Infopankki,Ulkomaan kansalaisen lapsi,fi,Maahanmuuttovirasto,https://migri.fi/huoltaja-suomessa-oleskeluluvalla
2837,Suomen kansalaisen huoltaja,Muutto Suomeen,Infopankki,Suomen kansalaisen huoltaja,fi,Maahanmuuttovirasto,https://migri.fi/lapsi-suomen-kansalainen
2838,Ulkomaan kansalaisen huoltaja,Muutto Suomeen,Infopankki,Ulkomaan kansalaisen huoltaja,fi,Maahanmuuttovirasto,https://migri.fi/lapsi-suomessa-oleskeluluvalla
2839,Suomen kansalaisen muun omainen,Muutto Suomeen,Infopankki,Suomen kansalaisen muun omainen,fi,Maahanmuuttovirasto,https://migri.fi/omaiseni-on-suomen-kansalainen
2841,Kansainvälistä suojelua saaneen  puoliso,Muutto Suomeen,Infopankki,Kansainvälistä suojelua saaneen  puoliso,fi,Maahanmuuttovirasto,https://migri.fi/aviopuoliso-suomessa-pakolaisena
2842,Kansainvälistä suojelua saaneen  avopuoliso,Muutto Suomeen,Infopankki,Kansainvälistä suojelua saaneen  avopuoliso,fi,Maahanmuuttovirasto,https://migri.fi/avopuoliso-suomessa-pakolaisena
2843,Kansainvälistä suojelua saaneen lapsi,Muutto Suomeen,Infopankki,Kansainvälistä suojelua saaneen lapsi,fi,Maahanmuuttovirasto,https://migri.fi/huoltaja-suomessa-pakolaisena
2844,Kansainvälistä suojelua saaneen huoltaja,Muutto Suomeen,Infopankki,Kansainvälistä suojelua saaneen huoltaja,fi,Maahanmuuttovirasto,https://migri.fi/lapsi-suomessa-pakolaisena
2845,Kansainvälistä suojelua saaneen muu omainen,Muutto Suomeen,Infopankki,Kansainvälistä suojelua saaneen muu omainen,fi,Maahanmuuttovirasto,https://migri.fi/omaiseni-on-saanut-kansainvalista-suojelua
2847,Avioero Suomessa,Perhe,Infopankki,Avioero Suomessa,fi,Yhden Vanhemman Perheiden Liitto ry,https://www.yvpl.fi/eroamassa-tai-eroa-suunnittelemassa/
2849,BusinessOulu,Oulu,Oulu,BusinessOulu,fi,Oulu,https://www.businessoulu.com/fi/
2850,Hakeminen MAVA-koulutukseen,Koulutus,Infopankki,Hakeminen MAVA-koulutukseen,fi,Opintopolku.fi,https://opintopolku.fi/wp/ammatillinen-koulutus/%EF%BB%BFammatilliseen-peruskoulutukseen-valmentava-koulutus/
2891,Suomi sinun kielelläsi,Tietoa palvelusta,Infopankki,Suomi sinun kielelläsi,fi,InfoFinland,https://www.infofinland.fi/fi/etusivu
2894,Konsertit,Turku,Turku,Konsertit,fi,Turun kaupunki,https://www.tfo.fi/fi/tapahtumat
2895,Nettikonsertit,Turku,Turku,Nettikonsertit,fi,Turun kaupunki,https://www.tfo.fi/fi/live
2896,Helsinki,Paikallistietoa,Infopankki,Helsinki,fi,InfoFinland,https://www.infofinland.fi/fi/helsinki
2897,Rajat ylittävän terveydenhuollon yhteyspiste,Terveys,Infopankki,Rajat ylittävän terveydenhuollon yhteyspiste,fi,Kela,https://www.kela.fi/yhteyspiste
2900,Lukioon hakeminen yhteishaussa,Koulutus,Infopankki,Lukioon hakeminen yhteishaussa,fi,Opintopolku.fi,https://opintopolku.fi/wp/fi/lukio-2/nain-haet-lukioon/
2901,Ammatilliseen koulutukseen hakeminen yhteishaussa,Koulutus,Infopankki,Ammatilliseen koulutukseen hakeminen yhteishaussa,fi,Opintopolku.fi,https://opintopolku.fi/wp/fi/ammatillinen-koulutus/nain-haet-kevaan-yhteishaussa-ammatilliseen/
2902,Ammatillisen koulutuksen valintaperusteet,,Infopankki,Ammatillisen koulutuksen valintaperusteet,fi,Opintopolku.fi,https://opintopolku.fi/wp/ammatillinen-koulutus/ammatillisen-koulutuksen-valintaperusteet-yhteishaussa/
2904,Harkintaan perustuva valinta,,Infopankki,Harkintaan perustuva valinta,fi,Opintopolku.fi,https://opintopolku.fi/wp/ammatillinen-koulutus/ammatillisen-koulutuksen-valintaperusteet-yhteishaussa/harkintaan-perustuva-valinta/
2905,Ylempi AMK-tutkinto,Koulutus,Infopankki,Ylempi AMK-tutkinto,fi,Opintopolku.fi,https://opintopolku.fi/wp/fi/ammattikorkeakoulu/ylempi-amk-tutkinto-kehity-asiantuntijana/
2906,Yliopistoon hakeminen,,Infopankki,Yliopistoon hakeminen,fi,Opintopolku.fi,https://opintopolku.fi/wp/fi/yliopisto/kuka-voi-hakea-yliopistoon/
2912,Koulutusalat ammatillisessa koulutuksessa,Koulutus,Infopankki,Koulutusalat ammatillisessa koulutuksessa,fi,Opintopolku.fi,https://opintopolku.fi/wp/fi/ammatillinen-koulutus/mita-ammatillisessa-voi-opiskella/
2914,Tietoa ylioppilastutkinnosta,Koulutus,Infopankki,Tietoa ylioppilastutkinnosta,fi,Opintopolku.fi,https://opintopolku.fi/wp/fi/lukio-2/ylioppilastutkinto/
2915,Oppisopimus aikuisille,Koulutus,Infopankki,Tietoa oppisopimuskoulutuksesta,fi,Opintopolku.fi,https://opintopolku.fi/wp/oppisopimus/
2916,Tietoa näyttötutkinnosta,Koulutus,Infopankki,Tietoa näyttötutkinnosta,fi,Opintopolku.fi,https://opintopolku.fi/app/#!/organisaatio/1.2.246.562.10.37791259955
2918,Tietoa työvoimakoulutuksesta,Koulutus,Infopankki,Tietoa työvoimakoulutuksesta,fi,Opintopolku.fi,https://opintopolku.fi/wp/fi/aikuiskoulutus/tyovoimakoulutus-opiskele-itsesi-takaisin-tyomarkkinoille/
2920,Tietoa täydennyskoulutuksesta ammattikorkeakouluissa,Koulutus,Infopankki,Tietoa täydennyskoulutuksesta ammattikorkeakouluissa,fi,Opintopolku.fi,https://opintopolku.fi/wp/fi/ammattikorkeakoulu/ammattikorkeakoulujen-taydennyskoulutus/
2922,Yksityinen psykoterapia-palvelu internetissä,Terveys,Infopankki,Yksityinen psykoterapia-palvelu internetissä,fi,Therapion Consulting,https://www.therapion.com/fi/
2923,Tietoa HIV:stä,Terveys,Infopankki,Tietoa HIV:stä,fi,Hivpoint,https://hivpoint.fi/tietoa-hivista/
2924,Yksityinen lääkäriasema,Terveys,Infopankki,Yksityinen lääkäriasema,fi,Terveystalo,https://www.terveystalo.com/fi/
2925,Yksityinen hammaslääkäriasema,Terveys,Infopankki,Yksityinen hammaslääkäriasema,fi,Oral,https://www.oral.fi/
2926,Yksityinen lääkäriasema,Terveys,Infopankki,Yksityinen lääkäriasema,fi,Diacor,https://www.terveystalo.com/fi/Diacor-on-nyt-osa-Terveystaloa/
2927,Yksityinen lääkäriasema,Terveys,Infopankki,Yksityinen lääkäriasema,fi,Mehiläinen,https://www.mehilainen.fi/
2928,Perustietoa suomen ja ruotsin kielen kursseista,Koulutus,Infopankki,Perustietoa suomen ja ruotsin kielen kursseista,fi,Opintopolku.fi,https://opintopolku.fi/wp/valintojen-tuki/maahanmuuttajien-koulutus/maahanmuuttajan-kielitaito/
2929,Tietoa yleisestä kielitutkinnosta,Koulutus,Infopankki,Tietoa yleisestä kielitutkinnosta,fi,Opintopolku.fi,https://opintopolku.fi/wp/aikuiskoulutus/kielitutkinnot-ja-kielikokeet/yleinen-kielitutkinto/
2930,Suomi toisena kielenä peruskoulussa ja lukiossa,Koulutus,Infopankki,Suomi toisena kielenä peruskoulussa ja lukiossa,fi,Opintopolku.fi,
2931,Tietoa kansalaisopistoista ja työväenopistoista,Koulutus,Infopankki,Tietoa kansalaisopistoista ja työväenopistoista,fi,Opintopolku.fi,https://opintopolku.fi/wp/fi/aikuiskoulutus/kansalais-ja-tyovaenopistot/
2932,Tietoa kansanopistoista,Koulutus,Infopankki,Tietoa kansanopistoista,fi,Opintopolku.fi,https://opintopolku.fi/wp/fi/aikuiskoulutus/kansanopistot/
2933,Tietoa kesäyliopistoista,Koulutus,Infopankki,Tietoa kesäyliopistoista,fi,Opintopolku.fi,https://opintopolku.fi/wp/fi/aikuiskoulutus/kesayliopistot/
2934,Vuokra-asuntohaku,Asuminen,Infopankki,Vuokra-asuntohaku,fi,Vuokraovi.com,https://www.vuokraovi.com/
2935,Omistusasuntojen haku,Asuminen,Infopankki,Omistusasuntojen haku,fi,Etuovi.com,https://www.etuovi.com/
2936,Omistusasuntojen haku,Asuminen,Infopankki,Omistusasuntojen haku,fi,Oikotie.fi,https://asunnot.oikotie.fi/myytavat-asunnot
2937,Vuokra-asuntohaku,Asuminen,Infopankki,Vuokra-asuntohaku,fi,Oikotie.fi,https://asunnot.oikotie.fi/vuokrattavat-asunnot
2942,Vuokra-asunnot,Pyhäjoki,Raahe-Kalajoki seutu,Vuokra-asunnot,fi,Pyhäjoen kunta,https://www.pyhajoki.fi/asuminen
2943,Julkiset työ- ja elinkeinopalvelut,Raahe-Kalajoki seutu,Raahe-Kalajoki seutu,Julkiset työ- ja elinkeinopalvelut,fi,TE-palvelut,https://www.te-palvelut.fi
2944,Päivähoito,Kalajoki-Merijärvi,Raahe-Kalajoki seutu,Päivähoito,fi,Kalajoen kaupunki,https://kalajoki.fi/varhaiskasvatus-ja-koulutus/varhaiskasvatus/
2949,Asuminen Pyhäjoella,Pyhäjoki,Raahe-Kalajoki seutu,Asuminen Pyhäjoella,fi,Pyhäjoen kunta,https://www.pyhajoki.fi/asuminen
2950,Ruukin Pytingit,Siikajoki,Raahe-Kalajoki seutu,Ruukin Pytingit,fi,Ruukin Pytingit,https://kotinapytingit.blogspot.com/
2951,Yrityspalvelut,Kalajoki-Merijärvi,Raahe-Kalajoki seutu,Yrityspalvelut,fi,Kalajoen kaupunki,https://kalajoki.fi/tyo-ja-yrittaminen/yrityspalvelut/
2954,Pökkylän Punanen Tupa,Siikajoki,Raahe-Kalajoki seutu,Pökkylän Punanen Tupa,fi,Pökkylän Punanen Tupa,http://www.pokkyla.fi/
2956,Apua ja tietoa etnistä syrjintää kokeneille,Raahe-Kalajoki seutu,Raahe-Kalajoki seutu,Apua ja tietoa etnistä syrjintää kokeneille,fi,Vähemmistövaltuutettu,https://syrjinta.fi/etusivu
2959,Majoitusmaailma -palvelu,Pyhäjoki,Raahe-Kalajoki seutu,Majoitusmaailma -palvelu,fi,Majoitusmaailma -palvelu,https://www.majoitusmaailma.fi/
2960,Törmälän tila,Siikajoki,Raahe-Kalajoki seutu,Törmälän tila,fi,Törmälän tila,https://www.tormalantila.fi/
2963,Motelli,Siikajoki,Raahe-Kalajoki seutu,Motelli,fi,Neste Oil Revonlahti,https://www.nesterevonlahti.fi/majoituspalvelut/
2966,Jätehuolto,Siikajoki,Raahe-Kalajoki seutu,Jätehuolto,fi,Siikajoen kunta,https://www.siikajoki.fi/jatehuolto-ja-kierratys
2968,Kalajoen Yrittäjät,Kalajoki-Merijärvi,Raahe-Kalajoki seutu,Kalajoen Yrittäjät,fi,Kalajoen Yrittäjät ry,https://www.kalajoenyrittajat.fi/
2970,Päivähoito,Siikajoki,Raahe-Kalajoki seutu,Päivähoito,fi,Siikajoen kunta,https://siikajoki.fi/varhaiskasvatus
2971,Pohjois-Pohjanmaan TE-toimisto,Raahe-Kalajoki seutu,Raahe-Kalajoki seutu,Pohjois-Pohjanmaan TE-toimisto,fi,TE-palvelut,https://toimistot.te-palvelut.fi/pohjois-pohjanmaa
2972,Jätehuolto,Pyhäjoki,Raahe-Kalajoki seutu,Jätehuolto,fi,Pyhäjoen kunta,https://www.pyhajoki.fi/jatehuolto
2976,Esiopetus,Siikajoki,Raahe-Kalajoki seutu,Esiopetus,fi,Siikajoen kunta,https://www.siikajoki.fi/esiopetus
2978,Perusopetus,Siikajoki,Raahe-Kalajoki seutu,Perusopetus,fi,Siikajoen kunta,https://siikajoki.fi/perusopetus
2980,Etsivä nuorisotyö,Siikajoki,Raahe-Kalajoki seutu,Etsivä nuorisotyö,fi,Siikajoen kunta,https://www.siikajoki.fi/etsiva-nuorisotyo
2983,Yritysrekisteri,Kalajoki-Merijärvi,Raahe-Kalajoki seutu,Yritysrekisteri,fi,Kalajoen kaupunki,https://kalajoki.yrityshakemistot.fi/
2984,Päivähoito,Pyhäjoki,Raahe-Kalajoki seutu,Päivähoito,fi,Pyhäjoen kunta,https://www.pyhajoki.fi/varhaiskasvatus
2985,Kansalaisopisto,Siikajoki,Raahe-Kalajoki seutu,Kansalaisopisto,fi,Siikajoen kunta,https://siikajoki.fi/siikajoki-opisto
2995,Raahen seudun kehitys,Raahe-Kalajoki seutu,Raahe-Kalajoki seutu,Raahen seudun kehitys,fi,Raahen seudun yrityspalvelut,https://www.raahenseudunkehitys.fi/raahenseutukunta
2997,"Raahen, Pyhäjoen ja Siikajoen alueen maahanmuuttajapalvelut",RAS,Raahe-Kalajoki seutu,"Raahen, Pyhäjoen ja Siikajoen alueen maahanmuuttajapalvelut",fi,Raahen seudun hyvinvointikuntayhtymä,https://www.ras.fi/maahanmuuttajien-palveluohjaus
2998,Vuokra-asuntoja,Raahe,Raahe-Kalajoki seutu,Vuokra-asuntoja,fi,Kiinteistö Oy Kummatti,https://www.kummatti.fi/
3001,"Raahen, Pyhäjoen ja Siikajoen alueen verkkopalvelu NettiRassi",RAS,Raahe-Kalajoki seutu,"Raahen, Pyhäjoen ja Siikajoen alueen verkkopalvelu NettiRassi",fi,Raahen seudun hyvinvointikuntayhtymä,https://www.nettirassi.fi/
3003,Yritys Suomi -verkkopalvelu,Raahe-Kalajoki seutu,Raahe-Kalajoki seutu,Yritys Suomi -verkkopalvelu,fi,Työ- ja elinkeinoministeriö,https://www.suomi.fi/yritykselle
3004,"Raahen, Pyhäjoen ja Siikajoen alueen terveysasemat",RAS,Raahe-Kalajoki seutu,"Raahen, Pyhäjoen ja Siikajoen alueen terveysasemat",fi,Raahen seudun hyvinvointikuntayhtymä,https://www.ras.fi/palvelu/ea13836d-1403-42f5-877d-13f6952fe32d
3006,Päivystys,RAS,Raahe-Kalajoki seutu,Päivystys,fi,Raahen seudun hyvinvointikuntayhtymä,https://www.ras.fi/paivystys
3007,Vuokra-asuntoja,Raahe,Raahe-Kalajoki seutu,Vuokra-asuntoja,fi,Raahen seudun Asuntosäätiö,https://rsa.fi/
3008,"Raahen, Pyhäjoen ja Siikajoen alueen neuvolat",RAS,Raahe-Kalajoki seutu,"Raahen, Pyhäjoen ja Siikajoen alueen neuvolat",fi,Raahen seudun hyvinvointikuntayhtymä,https://www.ras.fi/aitiys-ja-lastenneuvolapalvelut
3010,"Raahen, Pyhäjoen ja Siikajoen alueen kouluterveydenhoitajat",RAS,Raahe-Kalajoki seutu,"Raahen, Pyhäjoen ja Siikajoen alueen kouluterveydenhoitajat",fi,Raahen seudun hyvinvointikuntayhtymä,https://www.ras.fi/koulu-ja-opiskelijaterveydenhuolto
3011,"Raahen, Pyhäjoen ja Siikajoen alueen Ikääntyneiden palvelut",RAS,Raahe-Kalajoki seutu,"Raahen, Pyhäjoen ja Siikajoen alueen Ikääntyneiden palvelut",fi,Raahen seudun hyvinvointikuntayhtymä,https://www.ras.fi/ikaantyneiden-palvelut
3013,vuokraovi.com,Raahe-Kalajoki seutu,Raahe-Kalajoki seutu,vuokraovi.com,fi,Vuokra-asuntojen hakupalvelu,https://www.vuokraovi.com/
3014,Hammashoito,RAS,Raahe-Kalajoki seutu,Hammashoito,fi,Raahen seudun hyvinvointikuntayhtymä,https://www.ras.fi/suun-terveydenhuolto
3015,"Raahen, Pyhäjoen ja Siikajoen alueen mielenterveyskeskus",RAS,Raahe-Kalajoki seutu,"Raahen, Pyhäjoen ja Siikajoen alueen mielenterveyskeskus",fi,Raahen seudun hyvinvointikuntayhtymä,https://www.ras.fi/mielenterveyskeskus
3016,oikotie.fi,Raahe-Kalajoki seutu,Raahe-Kalajoki seutu,oikotie.fi,fi,Vuokra-asuntojen hakupalvelu,https://asunnot.oikotie.fi/vuokrattavat-asunnot/
3017,Perustietoa Suomesta -opas,Raahe-Kalajoki seutu,Raahe-Kalajoki seutu,Perustietoa Suomesta -opas,fi,Työ- ja elinkeinoministeriö,https://tem.fi/julkaisut/
3019,TE-palveluiden työpaikkasivusto,Raahe-Kalajoki seutu,Raahe-Kalajoki seutu,TE-palveluiden työpaikkasivusto,fi,TE-palvelut,https://www.te-palvelut.fi
3020,Tietoa Suomen sosiaaliturvasta ja verotuksesta,Raahe-Kalajoki seutu,Raahe-Kalajoki seutu,Tietoa Suomen sosiaaliturvasta ja verotuksesta,fi,In To Finland,https://www.kela.fi/ulkomailta-suomeen-tyontekijat-ja-yrittajat
3021,Fennovoima Oy,Raahe-Kalajoki seutu,Raahe-Kalajoki seutu,Fennovoima Oy,fi,Fennovoima Oy,https://www.fennovoima.fi/
3022,Raahen seutukunnan kehittämiskeskus,Raahe-Kalajoki seutu,Raahe-Kalajoki seutu,Raahen seudun kehitys,fi,Raahen seudun kehitys,https://www.raahenseudunkehitys.fi/raahenseutukunta
3023,Tietoa alueella toteutettavista suurhankkeista ja niihin valmistautumisesta,Raahe-Kalajoki seutu,Raahe-Kalajoki seutu,Tietoa alueella toteutettavista suurhankkeista ja niihin valmistautumisesta,fi,Raahen seudun yrityspalvelut,https://www.raahenseudunkehitys.fi/suurhankkeet
3024,Pyhäjoen kunta,Pyhäjoki,Raahe-Kalajoki seutu,Pyhäjoen kunta,fi,Pyhäjoen kunta,https://www.pyhajoki.fi/
3026,Kalajoen yrityspalvelukeskus,Raahe-Kalajoki seutu,Raahe-Kalajoki seutu,Kalajoen yrityspalvelukeskus,fi,Kalajoen kaupunki,https://kalajoki.fi/tyo-ja-yrittaminen/yrityspalvelut/
3027,Tietoa ydinvoimalahankkeen toimintaympäristöstä,Raahe-Kalajoki seutu,Raahe-Kalajoki seutu,Tietoa ydinvoimalahankkeen toimintaympäristöstä,fi,Hanhikivi-opas,https://www.e-julkaisu.fi/hanhikivi-opas/
3029,TE-palvelut,Raahe-Kalajoki seutu,Raahe-Kalajoki seutu,TE-palvelut,fi,TE-palvelut,https://www.te-palvelut.fi/fi/tyonhakijalle/tukea-tyollistymiseen/kotoutumispalvelut/suomen-ruotsin-koulutus
3031,Raaheopisto,Raahe-Kalajoki seutu,Raahe-Kalajoki seutu,Raaheopisto,fi,Raahen kaupunki,https://www.raahe.fi/kasvatus-ja-koulutus/raahe-opisto
3033,Monikulttuurisuusyhdistys Toivo ry,Raahe-Kalajoki seutu,Raahe-Kalajoki seutu,Monikulttuurisuusyhdistys Toivo ry,fi,Monikulttuurisuusyhdistys Toivo ry,https://sites.google.com/site/raahentoivory/home
3034,Kalajoen kansalaisopisto,Raahe-Kalajoki seutu,Raahe-Kalajoki seutu,Kalajoen kansalaisopisto,fi,Kalajoen kansalaisopisto,https://kalajoki.fi/vapaa-aika-ja-liikunta/kansalaisopisto/
3035,Synnytysosasto ,Raahe-Kalajoki seutu,Raahe-Kalajoki seutu,Synnytysosasto ,fi,Oulun yliopistollinen sairaala ,https://www.ppshp.fi/Toimipaikat/Raskaus-ja-synnytys/Pages/default.aspx
3036,Synnytysosasto ,Raahe-Kalajoki seutu,Raahe-Kalajoki seutu,Synnytysosasto ,fi,Oulaskankaan sairaala,https://www.ppshp.fi/Toimipaikat/Raskaus-ja-synnytys/Pages/default.aspx
3038,"Raahen, Pyhäjoen ja Siikajoen alueen vammaispalvelut",RAS,Raahe-Kalajoki seutu,"Raahen, Pyhäjoen ja Siikajoen alueen vammaispalvelut",fi,Raahen seudun hyvinvointikuntayhtymä ,https://www.ras.fi/vammaispalvelut
3039,Lapsiperheen tuet,Raahe-Kalajoki seutu,Raahe-Kalajoki seutu,Lapsiperheen tuet,fi,Kela,https://www.kela.fi/lapsiperheet
3040,Toiminta lapsiperheille,Raahe-Kalajoki seutu,Raahe-Kalajoki seutu,Toiminta lapsiperheille,fi,Raahen seurakunta,https://www.raahenseurakunta.fi/tule-mukaan
3041,Toiminta lapsiperheille,Raahe-Kalajoki seutu,Raahe-Kalajoki seutu,Toiminta lapsiperheille,fi,Pyhäjoen seurakunta,https://www.pyhajoenseurakunta.fi/index.php?page=lapset-ja-perheet
3042,Toiminta lapsiperheille,Raahe-Kalajoki seutu,Raahe-Kalajoki seutu,Toiminta lapsiperheille,fi,Kalajoen seurakunta,http://www2.kalajoenseurakunta.fi/lapset/
3043,Poliisi,Raahe-Kalajoki seutu,Raahe-Kalajoki seutu,Poliisi,fi,Poliisi,https://poliisi.fi/etusivu
3044,Raahen Ensi- ja turvakoti,Raahe-Kalajoki seutu,Raahe-Kalajoki seutu,Raahen Ensi- ja turvakoti,fi,Ensi- ja turvakotien liitto,https://ensijaturvakotienliitto.fi/raahenensijaturvakoti/
3045,Verkkopalvelu Nettiturvakoti,Raahe-Kalajoki seutu,Raahe-Kalajoki seutu,Verkkopalvelu Nettiturvakoti,fi,Ensi- ja turvakotien liitto,https://nettiturvakoti.fi/
3046,Apua etniseen yhdenvertaisuuteen ja väkivaltaan liittyvissä kysymyksissä,Raahe-Kalajoki seutu,Raahe-Kalajoki seutu,Apua etniseen yhdenvertaisuuteen ja väkivaltaan liittyvissä kysymyksissä,fi,Monika-Naiset liitto ry,https://monikanaiset.fi/
3047,Tietoa Kelan palveluista ja tukien hakemisesta,Raahe-Kalajoki seutu,Raahe-Kalajoki seutu,Tietoa Kelan palveluista ja tukien hakemisesta,fi,Kela,https://www.kela.fi/
3048,Talous- ja velkaneuvonta,Raahe-Kalajoki seutu,Raahe-Kalajoki seutu,Talous- ja velkaneuvonta,fi,Raahen kaupunki,https://www.raahe.fi/talous-ja-velkaneuvonta
3049,A-klinikan päihdepalvelut,RAS,Raahe-Kalajoki seutu,A-klinikan päihdepalvelut,fi,Raahen seudun hyvinvointikuntayhtymä ,https://www.ras.fi/paihdepalvelut
3050,Yppärin koulu,Pyhäjoki,Raahe-Kalajoki seutu,Yppärin koulu,fi,Pyhäjoen kunta,https://www.pyhajoki.fi/perusopetus
3051,Raahen kaupunki,Raahe,Raahe-Kalajoki seutu,Raahen kaupunki,fi,Raahen kaupunki,https://www.raahe.fi/
3052,Siikajoen kunta,Siikajoki,Raahe-Kalajoki seutu,Siikajoen kunta,fi,Siikajoen kunta,https://www.siikajoki.fi/
3053,Kalajoen kaupunki,Kalajoki ja Merijärvi,Raahe-Kalajoki seutu,Kalajoen kaupunki,fi,Kalajoen kaupunki,https://kalajoki.fi/
3054,Merijärven kunta,Kalajoki ja Merijärvi,Raahe-Kalajoki seutu,Merijärven kunta,fi,Merijärven kunta,https://www.merijarvi.fi
3056,Kirjasto,Pyhäjoki,Raahe-Kalajoki seutu,Kirjasto,fi,Pyhäjoen kunta,https://www.pyhajoki.fi/kirjasto
3057,Liikunta,Pyhäjoki,Raahe-Kalajoki seutu,Liikunta,fi,Pyhäjoen kunta,https://www.pyhajoki.fi/liikunta
3058,Lapset ja nuoret,Pyhäjoki,Raahe-Kalajoki seutu,Lapset ja nuoret,fi,Pyhäjoen kunta,https://www.pyhajoki.fi/nuorisotyo
3059,Yhdistykset ja järjestöt,Pyhäjoki,Raahe-Kalajoki seutu,Yhdistykset ja järjestöt,fi,Pyhäjoen kunta,https://www.pyhajoki.fi/yhdistykset-ja-jarjestot
3060,Päätöksenteko,Pyhäjoki,Raahe-Kalajoki seutu,Päätöksenteko,fi,Pyhäjoen kunta,https://www.pyhajoki.fi/paatoksenteko
3062,Vestia Oy,Pyhäjoki,Raahe-Kalajoki seutu,Vestia Oy,fi,Vestia Oy,https://www.vestia.fi/
3063,Saaren koulu,Pyhäjoki,Raahe-Kalajoki seutu,Saaren koulu,fi,Pyhäjoen kunta,http://saarenkoulu.pyhajoki.fi/
3064,Pyhäjoen näyttelijät ry,Pyhäjoki,Raahe-Kalajoki seutu,Pyhäjoen näyttelijät ry,fi,Pyhäjoen näyttelijät ry,https://www.pyhajoennayttelijat.net/
3065,Pyhäjoen seurakunta,Pyhäjoki,Raahe-Kalajoki seutu,Pyhäjoen seurakunta,fi,Pyhäjoen seurakunta,https://www.pyhajoenseurakunta.fi/
3068,Siikajoen kansalaisopisto,Siikajoki,Raahe-Kalajoki seutu,Siikajoen kansalaisopisto,fi,Siikajoen kansalaisopisto,https://www.opistopalvelut.fi/ruukki/
3072,Kirjasto,Siikajoki,Raahe-Kalajoki seutu,Kirjasto,fi,Siikajoen kunta,https://siikajoki.fi/kirjasto
3073,Liikunta,Siikajoki,Raahe-Kalajoki seutu,Liikunta,fi,Siikajoen kunta,https://siikajoki.fi/liikunta 
3074,Ruukin FK-kerho,Siikajoki,Raahe-Kalajoki seutu,Ruukin FK-kerho,fi,Ruukin FK-kerho,https://www.ruukinfk.com/
3075,Liikuntapaikat,Siikajoki,Raahe-Kalajoki seutu,Liikuntapaikat,fi,Siikajoen kunta,https://www.siikajoki.fi/liikunta
3076,Näyttämöyhdistyksen Facebook-sivut,Siikajoki,Raahe-Kalajoki seutu,Näyttämöyhdistyksen Facebook-sivut,fi,Ruukin Näyttämöyhdistys,https://m.facebook.com/login.php?next=https%3A%2F%2Fm.facebook.com%2FRuukinNayttamoyhdistys%3Frefsrc%3Dhttps%253A%252F%252Fm.facebook.com%252FRuukinNayttamoyhdistys&refsrc=https%3A%2F%2Fm.facebook.com%2FRuukinNayttamoyhdistys&_rdr
3077,Kotiseutumuseon Facebook-sivut,Siikajoki,Raahe-Kalajoki seutu,Kotiseutumuseon Facebook-sivut,fi,Paavolan kotiseutumuseo,https://www.facebook.com/paavolanseutu/info
3078,Hallinto ja päätöksenteko,Siikajoki,Raahe-Kalajoki seutu,Hallinto ja päätöksenteko,fi,Siikajoen kunta,https://www.siikajoki.fi/paatoksenteko-ja-poytakirjat
3079,Yhdistykset,Siikajoki,Raahe-Kalajoki seutu,Yhdistykset,fi,Siikajoen kunta,https://www.siikajoki.fi/yhdistykset
