id,Linkin Nimi,Linkin Kuvaus,Linkin hallintaorg,UniqueNimi,Kieli,Kohde (Organisaatio),Url
1579,Tietoa valmistavasta opetuksesta,Vantaa,Infopankki,Tietoa valmistavasta opetuksesta,fi,Vantaan kaupunki,https://www.vantaa.fi/varhaiskasvatus_ja_koulutus/esiopetus/lapsi_esiopetuksessa/valmistava_opetus
1580,Tietoa perusopetuksesta,Vantaa,Infopankki,Tietoa perusopetuksesta,fi,Vantaan kaupunki,https://www.vantaa.fi/#Perusopetus
1582,Tietoa englanninkielisestä opetuksesta,Vantaa,Infopankki,Tietoa englanninkielisestä opetuksesta,fi,Vantaan kaupunki,https://www.vantaa.fi/varhaiskasvatus_ja_koulutus/perusopetus/kouluun_ilmoittautuminen/painotettu_ja_vieraskielinen_opetus/englanninkielinen_opetus
1583,Koulujen yhteystiedot,Vantaa,Infopankki,Koulujen yhteystiedot,fi,Vantaan kaupunki,https://www.vantaa.fi/varhaiskasvatus_ja_koulutus/perusopetus/koulujen_ja_hallinnon_yhteystiedot
1584,Kouluun ilmoittautuminen,Vantaa,Infopankki,Kouluun ilmoittautuminen,fi,Vantaan kaupunki,https://www.vantaa.fi/varhaiskasvatus_ja_koulutus/perusopetus/kouluun_ilmoittautuminen/koulun_aloittaminen
1585,Aluekoordinaattorit,Vantaa,Infopankki,Aluekoordinaattorit,fi,Vantaan kaupunki,https://www.vantaa.fi/varhaiskasvatus_ja_koulutus/perusopetus/koululaisen_hyvinvointi_ja_terveys/koulukuraattoripalvelut
1586,Perusopetusta aikuisille,Vantaa,Infopankki,Perusopetusta aikuisille,fi,Vantaan aikuisopisto,https://www.vantaa.fi/varhaiskasvatus_ja_koulutus/aikuiskoulutus/koulutusta_maahanmuuttajille
1587,Perusopetusta aikuisille,Vantaa,Infopankki,Perusopetusta aikuisille,fi,Eiran aikuislukio,http://www.eira.fi/fi/tule-opiskelemaan/hae-opiskelemaan-peruskouluun/
1588,Kymppiluokat,Vantaa,Infopankki,Kymppiluokat,fi,Vantaan kaupunki,https://www.vantaa.fi/varhaiskasvatus_ja_koulutus/valmistavat_koulutukset/kymppiluokat
1589,Monikulttuurisuusasiat,Espoo,Infopankki,Monikulttuurisuusasiat,fi,Espoon kaupunki,https://www.espoo.fi/fi/espoon-kaupunki/paatoksenteko/neuvottelukunnat-ja-neuvostot/monikulttuuriasiain-neuvottelukunta
1591,Tietoa nuorten vaikutusmahdollisuuksista,Espoo,Infopankki,Tietoa nuorten vaikutusmahdollisuuksista,fi,Espoon kaupunki,https://www.espoo.fi/fi-FI/Nuoret/Osallistu_ja_vaikuta
1592,Neuvontaa nuorille,Espoo,Infopankki,Neuvontaa nuorille,fi,Espoon kaupunki,https://www.espoo.fi/fi/nuoret/ohjaamotalo
1593,Sähköinen palautejärjestelmä,Espoo,Infopankki,Sähköinen palautejärjestelmä,fi,Espoon kaupunki,https://easiointi.espoo.fi/eFeedback/fi/Home
1594,Maahanmuuttajapalvelut,Espoo,Infopankki,Maahanmuuttajapalvelut,fi,Espoon kaupunki,https://www.espoo.fi/fi/pakolaisten-kotoutumispalvelut
1595,Tietoa vaikuttamisesta,Espoo,Infopankki,Tietoa vaikuttamisesta,fi,Espoon kaupunki,https://www.espoo.fi/fi/espoon-kaupunki/osallistu-ja-vaikuta
1596,Aikuissosiaalityön yhteystiedot,Espoo,Infopankki,Aikuissosiaalityön yhteystiedot,fi,Espoon kaupunki,https://www.espoo.fi/fi/toimipisteet/28339
1597,Tietoa päätöksenteosta,Espoo,Infopankki,Tietoa päätöksenteosta,fi,Espoon kaupunki,https://www.espoo.fi/fi/espoon-kaupunki/paatoksenteko
1598,Evankelisluterilaiset seurakunnat,Espoo,Infopankki,Evankelisluterilaiset seurakunnat,fi,Espoon seurakuntayhtymä,https://www.espoonseurakunnat.fi/
1600,Kartat,Espoo,Infopankki,Kartat,fi,Espoon kaupunki,https://www.espoo.fi/fi-FI/Espoon_kaupunki/Tietoa_Espoosta/Kartat
1601,Liikenne,Espoo,Infopankki,Liikenne,fi,Espoon kaupunki,https://www.espoo.fi/fi/liikenne-ja-kadut
1603,Kaupungin työpaikat,Espoo,Infopankki,Kaupungin työpaikat,fi,Espoon kaupunki,https://www.espoo.fi/fi/palvelut/avoimet-tyopaikat-espoon-kaupungilla
1604,Liput ja hinnat,Espoo,Infopankki,Liput ja hinnat,fi,Helsingin seudun liikenne,https://www.hsl.fi/liput-ja-hinnat
1605,Yrittäjien edunvalvontajärjestö,Espoo,Infopankki,Yrittäjien edunvalvontajärjestö,fi,Espoon yrittäjät,https://www.yrittajat.fi/espoon-yrittajat
1606,Museot,Espoo,Infopankki,Museot,fi,Espoon kaupunki,https://www.espoo.fi/fi/kulttuuri-ja-vapaa-aika/museot-ja-nayttelyt
1607,Historia,Espoo,Infopankki,Historia,fi,Espoon kaupunki,https://www.espoo.fi/fi/espoon-kaupunki/tietoa-espoosta
1609,Työväenopisto,Espoo,Infopankki,Espoon työväenopisto,fi,Omnia,https://www.omnia.fi/koulutustarjonta/espoon-tyovaenopisto
1610,Tietoa Espoosta,Espoo,Infopankki,Tietoa Espoosta,fi,Espoon kaupunki,https://www.espoo.fi/fi-FI/Espoon_kaupunki/Tietoa_Espoosta
1611,Seniorien järjestöjä,Espoo,Infopankki,Seniorien järjestöjä,fi,Espoon kaupunki,https://www.espoo.fi/fi-FI/Seniorit/Monenlaista_toimintaa/Seniorijarjestot_ja_yhteistyotahot
1612,Suomen ja ruotsin kielen kursseja,Espoo,Infopankki,Suomen ja ruotsin kielen kursseja,fi,Luksia,https://www.luksia.fi/
1614,Suomen ja ruotsin kielen kursseja,Espoo,Infopankki,Suomen ja ruotsin kielen kursseja,fi,Axxell,https://www.axxell.fi/fi
1615,Suomea naisille,Espoo,Infopankki,Suomea naisille,fi,Luetaan yhdessä,https://luetaanyhdessa.fi/
1616,Liikuntaseurat,Espoo,Infopankki,Liikuntaseurat,fi,Espoon kaupunki,https://www.espoo.fi/fi-FI/Kulttuuri_ja_liikunta/Liikunta/Liikuntaseurat
1618,Suomen ja ruotsin kielen kursseja,Espoo,Infopankki,Suomen ja ruotsin kielen kursseja,fi,Espoon kaupunki,
1619,Varhaiskasvatus,Espoo,Infopankki,Varhaiskasvatus,fi,Espoon kaupunki,https://www.espoo.fi/fi/kasvatus-ja-opetus/varhaiskasvatus
1620,Tietoa liikuntapalveluista,Espoo,Infopankki,Tietoa liikuntapalveluista,fi,Espoon kaupunki,https://www.espoo.fi/fi/liikunta-ja-luonto
1621,Hoitopaikan hakeminen,Espoo,Infopankki,Hoitopaikan hakeminen,fi,Espoon kaupunki,https://www.espoo.fi/fi/kasvatus-ja-opetus/varhaiskasvatus/palveluohjaus-ja-varhaiskasvatukseen-hakeminen#section-5741
1622,Kultuuritoimintaa,Espoo,Infopankki,Kultuuritoimintaa,fi,Espoon kaupunki,https://www.espoo.fi/fi-FI/Kulttuuri_ja_liikunta/Kulttuuri
1623,Esiopetus,Espoo,Infopankki,Esiopetus,fi,Espoon kaupunki,https://www.espoo.fi/fi/kasvatus-ja-opetus/esiopetus
1624,Harrastuksia ikäihmisille,Espoo,Infopankki,Harrastuksia ikäihmisille,fi,Espoon kaupunki,https://www.espoo.fi/fi/terveys
1625,Esiopetukseen hakeminen,Espoo,Infopankki,Esiopetukseen hakeminen,fi,Espoon kaupunki,https://www.espoo.fi/fi/kasvatus-ja-opetus/esiopetus/esipetukseen-ilmoittautuminen-ja-paatoksenteko
1626,Perusopetus,Espoo,Infopankki,Perusopetus,fi,Espoon kaupunki,https://www.espoo.fi/fi/kasvatus-ja-opetus/perusopetus
1627,Toimintaa nuorille,Espoo,Infopankki,Toimintaa nuorille,fi,Espoon kaupunki,https://www.espoo.fi/fi/nuoret
1628,Kouluun ilmoittautuminen,Espoo,Infopankki,Kouluun ilmoittautuminen,fi,Espoon kaupunki,https://www.espoo.fi/fi/opetuksen-lomakkeet#section-17225
1629,Nuorisotilat,Espoo,Infopankki,Nuorisotilat,fi,Espoon kaupunki,https://www.espoo.fi/fi/palvelut/nuorisotilat
1630,Esikouluikäisten valmistava opetus,Espoo,Infopankki,Esikouluikäisten valmistava opetus,fi,Espoon kaupunki,https://www.espoo.fi/download/noname/%7BAC29EF77-6D86-44CB-AFBA-D837FD92E904%7D/97753
1632,Esikouluikäisten valmistava opetus,Espoo,Infopankki,Esikouluikäisten valmistava opetus,fi,Espoon kaupunki,
1635,Oman äidinkielen opetus,Espoo,Infopankki,Oman äidinkielen opetus,fi,Espoon kaupunki,https://www.espoo.fi/fi/palvelut/oman-aidinkielen-opetus
1636,Ulkoilu,Espoo,Infopankki,Ulkoilu,fi,Espoon kaupunki,https://www.espoo.fi/fi/liikunta-ja-luonto/liikunta-ja-ulkoilureitit
1638,Ammatillista koulutusta,Espoo,Infopankki,Ammatillista koulutusta,fi,Omnia Koulutus,https://www.omnia.fi/koulutustarjonta/ammatillinen-peruskoulutus
1639,Ammatillinen koulutus,Vantaa,Infopankki,Ammatillinen koulutus,fi,Vantaan kaupunki,https://www.vantaa.fi/varhaiskasvatus_ja_koulutus/lukiot_ja_ammatillinen_koulutus/ammatillinen_koulutus
1640,Lukiot,Espoo,Infopankki,Lukiot,fi,Espoon kaupunki,https://www.espoo.fi/fi/palvelut/lukiokoulutus
1641,Pääkaupunkiseudun yhteinen kirjastopalvelu,Espoo,Infopankki,Pääkaupunkiseudun yhteinen kirjastopalvelu,fi,HelMet,https://www.helmet.fi/fi-FI
1642,"Tekniikan-, taiteen-, ja kauppatieteellisen alan yliopisto",Espoo,Infopankki,"Tekniikan-, taiteen-, ja kauppatieteellisen alan yliopisto",fi,Aalto-yliopisto,https://www.aalto.fi/fi
1643,Kirjastot,Espoo,Infopankki,Kirjastot,fi,Espoon kaupunki,https://www.espoo.fi/fi/palvelut/kirjasto
1644,Ammattikorkeakoulu,Espoo,Infopankki,Ammattikorkeakoulu,fi,Laurea,https://www.laurea.fi
1645,Ammattikorkeakoulu,Espoo,Infopankki,Ammattikorkeakoulu,fi,Metropolia,https://www.metropolia.fi/fi
1646,Kuvataidetta lapsille ja nuorille,Espoo,Infopankki,Kuvataidetta lapsille ja nuorille,fi,Espoon kuvataidekoulu,https://www.espoonkuvis.fi/
1647,Kaupunginmuseo,Espoo,Infopankki,Kaupunginmuseo,fi,Espoon kaupunki,https://www.kulttuuriespoo.fi/fi/kaupunginmuseo
1648,Modernin taiteen museo EMMA,Espoo,Infopankki,Modernin taiteen museo EMMA,fi,Espoon kaupunki,https://emmamuseum.fi/
1649,Musiikinopetusta lapsille ja aikuisille,Espoo,Infopankki,Musiikinopetusta lapsille ja aikuisille,fi,Espoon musiikkiopisto,https://www.emo.fi/
1650,Kaupungin vuokra-asunnon hakeminen,Espoo,Infopankki,Kaupungin vuokra-asunnon hakeminen,fi,Espoon Asunnot Oy,https://www.espoonasunnot.fi/hae_asuntoa
1651,Senioriasuntoja,Espoo,Infopankki,Senioriasuntoja,fi,Espoon kaupunki,https://www.espoo.fi/fi-FI/Seniorit/Seniorien_asuminen
1652,Vuokra-asuntoja nuorille,Espoo,Infopankki,Vuokra-asuntoja nuorille,fi,NAL asunnot,https://www.nalasunnot.fi
1653,Kulttuuritapahtumia lapsille,Espoo,Infopankki,Kulttuuritapahtumia lapsille,fi,Espoon kaupunki,https://www.kulttuuriespoo.fi/fi/node/907
1654,Kulttuurikeskukset ja -talot,Espoo,Infopankki,Kulttuurikeskukset ja -talot,fi,Espoon kaupunki,https://www.espoo.fi/fi-FI/Kulttuuri_ja_liikunta/Kulttuuri/Kulttuurikeskukset_ja_tilat
1655,Taideopetusta,Espoo,Infopankki,Taideopetusta,fi,Espoon kaupunki,https://www.espoo.fi/fi/kulttuuri-ja-vapaa-aika/taiteen-perusopetus
1656,Vuokra-asuntoja opiskelijoille,Espoo,Infopankki,Vuokra-asuntoja opiskelijoille,fi,Aalto-yliopiston ylioppilaskunta,https://www.ayy.fi/fi/asuminen
1659,Naapuruustalo Matinkylä,Espoo,Infopankki,Naapuruustalo Matinkylä,fi,Kalliola,https://kalliola.fi/osallistu-toimintaamme/naapuruustalot-ja-kohtaamispaikat/naapuruustalo-matinkyla/
1660,Asumisoikeusasunnot,Espoo,Infopankki,Asumisoikeusasunnot,fi,Espoon kaupunki,https://www.espoo.fi/fi/asuminen-ja-rakentaminen/asuminen/asumisoikeusasuminen
1662,Kivenkolo asukastila,Espoo,Infopankki,Kivenkolo asukastila,fi,Espoon kaupunki,https://www.espoo.fi/fi-FI/Espoon_kaupunki/Tietoa_Espoosta/Kansainvalinen_Espoo/Palveluja_maahanmuuttajille/Vapaaaika/Kivenkolo
1663,Hotelleja,Espoo,Infopankki,Hotelleja,fi,VisitEspoo.fi,https://www.visitespoo.fi/fi/kohteet-ja-palvelut/
1665,Apua perheväkivallan uhreille,Espoo,Infopankki,Apua perheväkivallan uhreille,fi,Espoon kaupunki,https://www.espoo.fi/fi/lahisuhde-ja-perhevakivalta
1666,Tietoa kotihoidon tukipalveluista,Espoo,Infopankki,Tietoa kotihoidon tukipalveluista,fi,Espoon kaupunki,https://www.espoo.fi/fi-FI/Seniorit/Tukea_ja_apua_kotiin
1667,Tietoa asumisesta palvelutalossa,Espoo,Infopankki,Tietoa asumisesta palvelutalossa,fi,Espoon kaupunki,https://www.espoo.fi/fi/hoivakodissa-asuminen
1669,Nupoli - apua nuorille,Espoo,Infopankki,Nupoli - apua nuorille,fi,Espoon kaupunki,https://www.espoo.fi/fi/nuorten-mielenterveys-ja-paihdepoliklinikka-nupoli
1670,Kotikaupunkipolut,Helsingin seutu,Infopankki,Kotikaupunkipolut,fi,Suomen Kotikaupunkipolut,http://www.kotikaupunkipolut.fi/
1671,Vammaisten tukipalvelut,Espoo,Infopankki,Vammaisten tukipalvelut,fi,Espoon kaupunki,https://www.espoo.fi/fi/tukea-arkeen/vammaispalvelut/asumista-tukevat-palvelut
1675,Länsi-Uudenmaan sosiaali- ja kriisipäivystys,Espoo,Infopankki,Länsi-Uudenmaan sosiaali- ja kriisipäivystys,fi,Espoon kaupunki,https://www.espoo.fi/fi/toimipisteet/62024
1677,Terveysasemat,Espoo,Infopankki,Terveysasemat,fi,Espoon kaupunki,https://www.espoo.fi/fi/terveys/terveysasemat
1678,Tietoa jätehuollosta,Espoo,Infopankki,Tietoa jätehuollosta,fi,Espoon kaupunki,https://www.espoo.fi/fi-FI/Asuminen_ja_ymparisto/Ymparisto_ja_luonto/Ymparistovalvonta/Jatteet_ja_jatehuolto
1680,Hätätilanteet,Espoo,Infopankki,Hätätilanteet,fi,Espoon kaupunki,https://www.espoo.fi/fi/terveys/hatatilanteet
1681,Tietoa mielenterveyspalveluista,Espoo,Infopankki,Tietoa mielenterveyspalveluista,fi,Espoon kaupunki,https://www.espoo.fi/fi/terveys/mielenterveys-ja-paihdepalvelut-0
1682,Lastenneuvolapalvelut,Espoo,Infopankki,Lastenneuvolapalvelut,fi,Espoon kaupunki,https://www.espoo.fi/fi/terveys/neuvolat
1683,Ohjeita kirjaston asiakkaille,Vantaa,Infopankki,Ohjeita kirjaston asiakkaille,fi,HelMet.fi,https://www.helmet.fi/fi-FI/Kirjastot_ja_palvelut/Tyoskentele_ja_viihdy
1684,Neuvoloiden yhteystiedot,Espoo,Infopankki,Neuvoloiden yhteystiedot,fi,Espoon kaupunki,https://www.espoo.fi/fi/palvelut/neuvolat
1685,Tietoa kouluikäisten terveydenhuollosta,Espoo,Infopankki,Tietoa kouluikäisten terveydenhuollosta,fi,Espoon kaupunki,https://www.espoo.fi/fi/terveys/koululaisten-ja-opiskelijoiden-terveydenhuolto
1686,Nuorten turvatalo,Espoo,Infopankki,Nuorten turvatalo,fi,Suomen Punainen Risti ,https://www.punainenristi.fi/tyomme/nuortenturvatalot/yhteystiedot/
1689,Erilaisia kirjastoja,Helsingin seutu,Infopankki,Erilaisia kirjastoja,fi,Kirjastot.fi,https://www.kirjastot.fi
1691,Suun terveydenhuolto,Espoo,Infopankki,Suun terveydenhuolto,fi,Espoon kaupunki,https://www.espoo.fi/fi/terveys/suun-terveydenhuolto-hammashoito
1694,Perheneuvolat,Espoo,Infopankki,Perheneuvolat,fi,Espoon kaupunki,https://www.espoo.fi/fi/palvelut/perheneuvola
1696,Kirkon perheneuvonta,Espoo,Infopankki,Kirkon perheneuvonta,fi,Espoon seurakunnat,https://www.espoonseurakunnat.fi/apua-ja-tukea/perheelle
1700,Opetustoimen yhteystiedot,Espoo,Infopankki,Opetustoimen yhteystiedot,fi,Espoon kaupunki,https://www.espoo.fi/fi-FI/Kasvatus_ja_opetus/Perusopetus/Suomenkielinen_opetustoimi/Opetustoimen_yhteystiedot
1701,Ero lapsiperheessä,Espoo,Infopankki,Ero lapsiperheessä,fi,Espoon kaupunki,https://www.espoo.fi/fi/tukea-arkeen/lapsiperheet/ero-lapsiperheessa
1702,Lastenvalvojien yhteystiedot,Espoo,Infopankki,Lastenvalvojien yhteystiedot,fi,Espoon kaupunki,https://www.espoo.fi/fi/lastenvalvojat
1704,Hautausmaat,Espoo,Infopankki,Hautausmaat,fi,Espoon seurakunnat,https://www.espoonseurakunnat.fi/hautausmaat
1705,Tietoa kotihoidon tuesta,Perhe,Infopankki,Tietoa kotihoidon tuesta,fi,Kela,https://www.kela.fi/kotihoidontuki
1708,Lapsen hoitaminen kotona,Espoo,Infopankki,Lapsen hoitaminen kotona,fi,Espoon kaupunki,https://www.espoo.fi/fi/palvelut/kotona-hoitaminen-kotihoidontuella
1709,Asukaspuistot ja kerhot,Espoo,Infopankki,Asukaspuistot ja kerhot,fi,Espoon kaupunki,https://www.espoo.fi/fi/kasvatus-ja-opetus/varhaiskasvatus/asukaspuisto
1710,Yhteystiedot,Espoo,Infopankki,Yhteystiedot,fi,Länsi-Uudenmaan poliisilaitos,https://poliisi.fi/lansi-uudenmaan-poliisilaitos
1722,Pyöräilyn ja kävelyn reittiopas,Helsinki,Infopankki,Pyöräilyn ja kävelyn reittiopas,fi,Helsingin seudun liikenne HSL,https://www.hsl.fi/hsl/uutiset/uutinen/2018/10/pyoraily-ja-kavely-ovat-nyt-reittioppaassa-entista-paremmin-esilla
1726,Tietoa toiminnasta,Espoo,Infopankki,Tietoa toiminnasta,fi,Helsingin katolinen hiippakunta,https://www.katolinen.net/
1730,Ulkomaalaisen sairaanhoito Suomessa,Terveys,Infopankki,Ulkomaalaisen sairaanhoito Suomessa,fi,Kela,https://www.kela.fi/sairaanhoito-kansainvalisissa-tilanteissa-pikaopas
1731,Tietoa oman äidinkielen opetuksesta,Vantaa,Infopankki,Tietoa oman äidinkielen opetuksesta,fi,Vantaan kaupunki,https://www.vantaa.fi/varhaiskasvatus_ja_koulutus/perusopetus/tukea_oppimiseen_ja_koulunkayntiin/kieli-_ja_kulttuuriryhmien_opetus/oman_aidinkielen_opetus
1735,Ammatillista koulutusta,Vantaa,Infopankki,Ammatillista koulutusta,fi,Vantaan ammattiopisto Varia,https://www.sivistysvantaa.fi/varia/index.html
1736,Ammatillista koulutusta,Vantaa,Infopankki,Ammatillista koulutusta,fi,MERCURIA kauppiaitten kauppaoppilaitos,https://www.mercuria.fi/
1737,Ammatillista koulutusta,Vantaa,Infopankki,Ammatillista koulutusta,fi,TTS Työtehoseura ry:n Vantaan toimipaikka,https://www.tts.fi/opiskelijalle
1738,Tietoa VALMA-koulutuksesta,Vantaa,Infopankki,Tietoa VALMA-koulutuksesta,fi,Vantaan ammattiopisto Varia,https://www.sivistysvantaa.fi/varia/artikkelit/varia/valma.html
1740,Tietoa lukiokoulutuksesta,Vantaa,Infopankki,Tietoa lukiokoulutuksesta,fi,Vantaan kaupunki,https://www.vantaa.fi/varhaiskasvatus_ja_koulutus/lukiot_ja_ammatillinen_koulutus/lukiokoulutus
1741,Perustietoa,Vantaa,Infopankki,Perustietoa,fi,Vantaan kaupunki,https://www.vantaa.fi/hallinto_ja_talous/tietoa_vantaasta/tilastot_ja_tutkimukset/vantaa_lyhyesti
1743,Kaupunginmuseo,Vantaa,Infopankki,Kaupunginmuseo,fi,Vantaan kaupunki,https://www.vantaa.fi/vapaa-aika/kulttuuri/vantaan_kaupunginmuseo
1744,Evankelis-luterilaiset seurakunnat,Vantaa,Infopankki,Evankelis-luterilaiset seurakunnat,fi,Vantaan seurakuntayhtymä,https://www.vantaanseurakunnat.fi/
1745,Päätöksenteko,Vantaa,Infopankki,Päätöksenteko,fi,Vantaan kaupunki,https://www.vantaa.fi/#P%c3%a4%c3%a4t%c3%b6ksenteko
1746,Osallistu ja vaikuta,Vantaa,Infopankki,Osallistu ja vaikuta,fi,Vantaan kaupunki,https://www.vantaa.fi/hallinto_ja_talous/osallistu_ja_vaikuta/vaikuta_nyt
1747,Monikulttuurisuusasiain neuvottelukunta,Vantaa,Infopankki,Monikulttuurisuusasiain neuvottelukunta,fi,Vantaan kaupunki,https://www.vantaa.fi/hallinto_ja_talous/paatoksenteko/muut_toimielimet/kaupunginhallituksen_asettamat_toimikunnat/monikulttuurisuusasiain_neuvottelukunta
1750,Lukiot ja lukioiden kotisivut,Vantaa,Infopankki,Lukiot ja lukioiden kotisivut,fi,Vantaan kaupunki,https://www.vantaa.fi/varhaiskasvatus_ja_koulutus/lukiot_ja_ammatillinen_koulutus/lukiokoulutus
1751,Aikuislukio,Vantaa,Infopankki,Aikuislukio,fi,Vantaan kaupunki,https://www.vantaa.fi/varhaiskasvatus_ja_koulutus/aikuiskoulutus/aikuislukio_ja_etalukio
1753,Etälukio,Vantaa,Infopankki,Etälukio,fi,Vantaan kaupunki,https://www.vantaa.fi/varhaiskasvatus_ja_koulutus/aikuiskoulutus/aikuislukio_ja_etalukio
1754,Steinerlukio,Vantaa,Infopankki,Steinerlukio,fi,Vantaan kaupunki,https://vantaansteinerkoulu.fi/lukio/
1755,Korkeakoulutus,Vantaa,Infopankki,Korkeakoulutus,fi,Vantaan kaupunki,https://www.vantaa.fi/#Varhaiskasvatus+ja+koulutus
1756,Avoin yliopisto-opetus Vantaalla,Vantaa,Infopankki,Avoin yliopisto-opetus Vantaalla,fi,Helsingin yliopisto,https://www.helsinki.fi/fi/hakeminen-ja-opetus/avoin-yliopisto
1757,Aikuiskoulutuskeskus,Vantaa,Infopankki,Aikuiskoulutuskeskus,fi,Careeria,https://www.careeria.fi/yhteystiedot/vantaa/
1758,Tietoa taideopetuksesta,Vantaa,Infopankki,Tietoa taideopetuksesta,fi,Vantaan kaupunki,https://www.vantaa.fi/vapaa-aika/taiteen_perusopetus/taiteen_perusoppilaitokset
1761,Luontokursseja,Vantaa,Infopankki,Luontokursseja,fi,Vantaan kaupunki,https://www.vantaanluontokoulu.fi/kurssit/
1764,Vuokra-asuntoja,Vantaa,Infopankki,Vuokra-asuntoja,fi,Kunta-asunnot,https://kas.fi/
1765,Tietoa kaupungin vuokra-asunnoista,Vantaa,Infopankki,Tietoa kaupungin vuokra-asunnoista,fi,VAV Asunnot Oy,https://vav.fi/
1766,Kaupungin vuokra-asunnon hakeminen,Vantaa,Infopankki,Kaupungin vuokra-asunnon hakeminen,fi,VAV Asunnot Oy,https://vav.fi/asunnon-hakijalle/asunnon_hakeminen/
1767,Vuokra-asuntoja alle 30-vuotiaille,Vantaa,Infopankki,Vuokra-asuntoja alle 30-vuotiaille,fi,Nuorisoasuntoliitto,https://nal.fi/
1771,Turvakoti,Vantaa,Infopankki,Turvakoti,fi,Vantaan kaupunki,https://www.vantaa.fi/terveys-_ja_sosiaalipalvelut/lapsiperheiden_palvelut/kriisi_perheessa/turvakodit
1774,Nuorten turvatalo,Vantaa,Infopankki,Nuorten turvatalo,fi,Suomen Punaisen Risti,https://www.punainenristi.fi/tyomme/nuortenturvatalot/yhteystiedot/
1775,Sosiaali- ja kriisipäivystys,Vantaa,Infopankki,Sosiaali- ja kriisipäivystys,fi,Vantaan kaupunki,https://www.vantaa.fi/terveys-_ja_sosiaalipalvelut/terveyspalvelut/ensiapu_ja_paivystys/sosiaali-_ja_kriisipaivystys
1776,Tietoa kotihoidon tukipalveluista,Vantaa,Infopankki,Tietoa kotihoidon tukipalveluista,fi,Vantaan kaupunki,https://www.vantaa.fi/terveys-_ja_sosiaalipalvelut/ikaantyneiden_palvelut/tukea_kotona_asumiseen/kotihoito
1777,Tietoa kaupungin palveluasunnoista,Vantaa,Infopankki,Tietoa kaupungin palveluasunnoista,fi,Vantaan kaupunki,https://www.vantaa.fi/terveys-_ja_sosiaalipalvelut/ikaantyneiden_palvelut/kun_kotona_ei_enaa_parjaa/palvelutalot
1778,Yksityisiä palvelutaloja,Vantaa,Infopankki,Yksityisiä palvelutaloja,fi,Vantaan kaupunki,https://www.vantaa.fi/terveys-_ja_sosiaalipalvelut/ikaantyneiden_palvelut/kun_kotona_ei_enaa_parjaa/yksityiset_palvelutalot
1779,Sosiaalipalvelut,Vantaa,Infopankki,Sosiaalipalvelut,fi,Vantaan kaupunki,https://www.vantaa.fi/#Terveys-+ja+sosiaalipalvelut
1780,Terveysasemat,Vantaa,Infopankki,Terveysasemat,fi,Vantaan kaupunki,https://www.vantaa.fi/terveys-_ja_sosiaalipalvelut/terveyspalvelut/terveysasemat
1781,Neuvolat,Vantaa,Infopankki,Neuvolat,fi,Vantaan kaupunki,https://www.vantaa.fi/terveys-_ja_sosiaalipalvelut/lapsiperheiden_palvelut/aitiys-_ja_lastenneuvolat
1783,Tietoa kouluterveydenhuollosta,Vantaa,Infopankki,Tietoa kouluterveydenhuollosta,fi,Vantaan kaupunki,https://www.vantaa.fi/varhaiskasvatus_ja_koulutus/perusopetus/koululaisen_hyvinvointi_ja_terveys/kouluterveydenhuolto
1784,Seniorineuvonta,Vantaa,Infopankki,Seniorineuvonta,fi,Vantaan kaupunki,https://www.vantaa.fi/terveys-_ja_sosiaalipalvelut/ikaantyneiden_palvelut/neuvonta_ja_palveluohjaus/seniorineuvonta
1785,Tietoa ikäihmisten palveluista,Vantaa,Infopankki,Tietoa ikäihmisten palveluista,fi,Vantaan kaupunki,https://www.vantaa.fi/terveys-_ja_sosiaalipalvelut/ikaantyneiden_palvelut/neuvonta_ja_palveluohjaus
1786,Tietoa hammashoidosta,Vantaa,Infopankki,Tietoa hammashoidosta,fi,Vantaan kaupunki,https://www.vantaa.fi/terveys-_ja_sosiaalipalvelut/terveyspalvelut/hammashoito
1788,Hammashoitolat,Vantaa,Infopankki,Hammashoitolat,fi,Vantaan kaupunki,https://www.vantaa.fi/terveys-_ja_sosiaalipalvelut/terveyspalvelut/hammashoito/hammashoitolat
1789,Tietoa kouluikäisten hammashoidota,Vantaa,Infopankki,Tietoa kouluikäisten hammashoidosta,fi,Vantaan kaupunki,https://www.vantaa.fi/terveys-_ja_sosiaalipalvelut/terveyspalvelut/itsehoito/suun_terveys/kouluikaiset_ja_nuoret
1790,Perhesuunnitteluneuvolat,Vantaa,Infopankki,Perhesuunnitteluneuvolat,fi,Vantaan kaupunki,https://www.vantaa.fi/terveys-_ja_sosiaalipalvelut/terveyspalvelut/muita_terveyspalveluita/ehkaisy_ja_perhesuunnittelu
1791,Tietoa mielenterveyspalveluista,Vantaa,Infopankki,Tietoa mielenterveyspalveluista,fi,Vantaan kaupunki,https://www.vantaa.fi/terveys-_ja_sosiaalipalvelut/paihteet_ja_mielenterveys/mielenterveys
1792,Nettineuvola,Vantaa,Infopankki,Nettineuvola,fi,Vantaan kaupunki,https://www.vantaa.fi/terveys-_ja_sosiaalipalvelut/lapsiperheiden_palvelut/nettineuvola
1793,Tietoa vammaispalveluista,Vantaa,Infopankki,Tietoa vammaispalveluista,fi,Vantaan kaupunki,https://www.vantaa.fi/terveys-_ja_sosiaalipalvelut/vammaisten_palvelut/neuvonta_ja_palveluohjaus
