sivun_id;Kieli;Nimi valikossa;Kuvaus;URL;Dokumentin ID;Dokumentin nimi
b6869131-914a-4d63-9f48-4a355e52ff08;en;Bringing up children in Finland;Family|Children|Children's rights|Upbringing;en/living-in-finland/family/children/bringing-up-children-in-finland;3959;Lasten kasvatus Suomessa 101 (en)
7119b283-e1dd-4b95-a831-a84c603f8dc5;en;Child welfare;Family|Child welfare;en/living-in-finland/family/children/child-welfare;7948;Lastensuojelu 101 (en)
298b63e9-6e48-4ebd-b727-28997af8106f;en;Financial support for families;Family|Social benefits;en/living-in-finland/family/support-for-families;3973;Tukea perheille 101 (en)
4d6719a0-8506-4eec-9a3e-e24e6ff69308;en;Support for pregnant women;Family|Social benefits|Maternity benefits|Maternity grant|Maternity allowance;en/living-in-finland/family/support-for-families/support-for-pregnant-women;4029;Tukea raskaana olevalle äidille 101 (en)
ace09625-255b-4a40-974f-db2fc480ac75;en;Benefits for a family after a child is born;Family|Social benefits|Parental allowances|Paternity allowance;en/living-in-finland/family/support-for-families/kela-s-benefits-for-a-family-after-a-child-is-born;4057;Kelan tuet perheelle lapsen syntymän jälkeen 101 (en)
14cefd4f-aae2-4dba-980f-54bbfe830dae;en;Benefits for looking after a child at home;Family|Social benefits|Child home care allowance|Flexible care allowance;en/living-in-finland/family/support-for-families/benefits-for-looking-after-a-child-at-home;7205;Tukea lapsen hoitamiseen kotona (en)
28121374-5ccb-4065-9b6d-e9144764c7fd;en;Child benefit;Family|Social benefits|Child benefit;en/living-in-finland/family/support-for-families/child-benefit;7148;Lapsilisä (en)
0199f76a-1108-4bce-9bdd-88d1edf28840;en;Taking care of a child;Family|Children|Early childhood education and care;en/living-in-finland/family/taking-care-of-a-child;2642;Päivähoito 101 (en)
053d2b54-5980-4364-9b37-6d90713e3fb0;en;Balancing family life and work;;en/living-in-finland/family/balancing-family-life-and-work;8093;Perhe-elämän ja työn tasapaino 101 (en)
fd81e7b1-9543-43b2-9ac5-e0e3b5490208;en;Elderly;Family|Elderly;en/living-in-finland/family/elderly;4281;Ikäihmiset 101 (en)
3e467911-f045-418e-90e7-0f9013741e0f;en;Problem situations;Residence permit problems | Financial problems | Discrimination and racism | Crimes | Violence | Do you need a lawyer? | Children's and young people's problems | Human trafficking | Intoxicant abuse | Death;en/living-in-finland/problem-situations;;
58c705a6-51d7-425e-a64a-99e2e524388d;en;Coronavirus COVID-19;;en/living-in-finland/problem-situations/coronavirus;8118;Koronavirus COVID-19 (en)
a98d1846-bc4a-4153-8406-58482af9da15;en;Emergencies;Problems|Emergency situations|Emergency numbers;en/living-in-finland/problem-situations/emergencies;3479;Hätätilanteet 101 (en)
f9058fbe-7476-4114-9be3-33adc6fc35ef;en;Residence permit problems;;en/living-in-finland/problem-situations/residence-permit-problems;1535;Oleskelulupaongelmat 101 (en)
1eef1246-3b62-4042-a9be-b49738b1c969;en;Negative residence permit decision ;;en/living-in-finland/problem-situations/residence-permit-problems/leaving-finland;1563;Poistuminen Suomesta 101 (en)
7d6fc21f-02c7-4f4d-b579-3fdd09601742;en;Can I lose my residence permit?;;en/living-in-finland/problem-situations/residence-permit-problems/losing-your-residence-permit;1577;Voinko menettää oleskeluluvan? 101 (en)
e16bef1e-152a-4eba-9e04-1219c5a7e21e;en;In Finland without a residence permit;;en/living-in-finland/problem-situations/residence-permit-problems/in-finland-without-a-residence-permit;1605;Suomessa ilman oleskelulupaa 101 (en)
a0436cb2-7c6d-4d28-abac-361d60473a38;en;Financial problems;Problems|Financial and debt councelling|Debt collection|Social benefits|Basic social assistance|Gambling addiction;en/living-in-finland/problem-situations/financial-problems;4827;Taloudelliset ongelmat 101 (en)
37ead9a4-3f29-4b16-8e82-59f21681a824;en;Discrimination and racism;Problems|Discrimination|Racism||Non-Discrimination Ombudsman;en/living-in-finland/problem-situations/discrimination-and-racism;4659;Syrjintä ja rasismi 101 (en)
77216c7e-3e67-49aa-8697-c084b4821b07;en;Crimes;Problems|Crimes|Victims of crime| Trial;en/living-in-finland/problem-situations/crimes;8031;Rikokset 101 (en)
9c1d2dbe-f2a5-4f4b-9bf4-dbc59131e33d;en;Do you need a lawyer?;Problems|Lawyer|Legal aid;en/living-in-finland/problem-situations/do-you-need-a-lawyer;4757;Tarvitsetko juristia? 101 (en)
377bd0be-ca59-4f9a-b557-664129d883da;en;Violence;Problems|Violence|Rape|Honour related violence|Shelters|Restraining order;en/living-in-finland/problem-situations/violence;7990;Väkivalta 101 (en)
0f658267-9f4a-4b24-a92c-ede475f36f3a;en;Children's and young people's problems;Problems|School bullying|Child abuse|Substance abuse problems|Honour related violence|Family counselling;en/living-in-finland/problem-situations/children-s-and-young-people-s-problems;4771;Lasten ja nuorten ongelmat 101 (en)
3e1b8ba9-3e38-4939-93f2-c3a4911bc6c3;en;Human trafficking and forced labour;Problems|Human trafficking|Forced labour|Prostitution;en/living-in-finland/problem-situations/human-trafficking;4799;Ihmiskauppa 101 (en)
bb078d92-6213-41e6-b72d-1b5a94537900;en;Intoxicant abuse;Problems|Substance abuse problems|Alcoholism;en/living-in-finland/problem-situations/intoxicant-abuse;4841;Päihdeongelmat 101 (en)
882d5b38-7dbd-44a5-8680-ef001e714c00;en;Death;Problems|Death|Funeral|Estate inventory|Will|Inheritance tax;en/living-in-finland/problem-situations/death;4869;Kuolema 101 (en)
9fbb80b0-0619-4c7f-85c2-c113b0e8a2d4;en;Leisure;Libraries | Sports | Recreation and travel in nature | Theatre and cinema | Museums | Hobbies for children and young people | Associations | Voluntary work;en/living-in-finland/leisure;;
4232fe59-baf3-4397-9ed0-35bd1a9eb66d;en;Libraries;Leisure|Libraries|Library cards;en/living-in-finland/leisure/libraries;3315;Kirjastot 101 (en)
a3fb97db-ab77-46b7-9122-0bc1b62c8975;en;Sports;Leisure|Sports;en/living-in-finland/leisure/sports;3371;Liikunta 101 (en)
da9688b6-6563-4e9d-898f-439ea08fd7cc;en;Outdoor activities;Leisure|Hiking|Skiing|Fishing|Everyman's rights|National parks;en/living-in-finland/leisure/recreation-and-travel-in-nature;3441;Luonnossa liikkuminen 101 (en)
403a86df-b812-4a11-af4c-83dc8165c641;en;Theatre and cinema;Leisure|Theatre|Cinemas;en/living-in-finland/leisure/theatre-and-cinema;3455;Teatteri ja elokuva 101 (en)
e18b5469-e526-4eca-9cb2-e81cd11d203b;en;Museums;Leisure|Museums;en/living-in-finland/leisure/museums;3469;Museot 101 (en)
a07326a1-410a-4d2d-b781-7f4a9c3cf49d;en;Music;Leisure|Music;en/living-in-finland/leisure/music;7695;Musiikki 101 (en)
65897fb6-ab66-4fe4-93f9-627b656a2adf;en;Hobbies for children and young people;Leisure|Hobbies|Children|Young people;en/living-in-finland/leisure/hobbies-for-children-and-young-people;3595;Lasten ja nuorten harrastukset 101 (en)
5c84bbd1-88a2-41d3-8210-c0df7aa6070f;en;Associations;Leisure|Associations|Immigrant organisation;en/living-in-finland/leisure/associations;3721;Yhdistykset 101 (en)
3eeb2078-ae4c-4311-97ea-9ac7797f0ce9;en;Voluntary work;Leisure|Volunteer work;en/living-in-finland/leisure/voluntary-work;3735;Vapaaehtoistyö 101 (en)
246f4eaa-dfce-41e8-8147-6cea4bc2e1c8;en;Information about Finland;Find information about the Finnish climate, Finnish customs and culture, and much more.;en/information-about-finland;;
b4564b31-ef8a-4f41-8e84-7978899caea2;en;Basic information about Finland;Finland in brief | Finnish history | Finnish climate | Traffic in Finland | Media in Finland | Cultures and religions in Finland;en/information-about-finland/basic-information-about-finland;;
131432cf-7512-4c89-96cb-144e29259614;en;Finland in brief;;en/information-about-finland/basic-information-about-finland/finland-in-brief;4403;Suomi lyhyesti 101 (en)
1f748383-ad90-4d76-a428-4cb74f1a7ba3;en;Finnish history;;en/information-about-finland/basic-information-about-finland/finnish-history;4417;Suomen historiaa 101 (en)
96312a8f-61e1-451d-9fc1-3f27b49c58ef;en;Finnish climate;;en/information-about-finland/basic-information-about-finland/finnish-climate;4431;Suomen ilmasto 101 (en)
6c6a880e-44a6-4826-be96-a4b74cf3d91a;en;Traffic in Finland;;en/information-about-finland/basic-information-about-finland/traffic-in-finland;4445;Liikenne Suomessa 101 (en)
e17b942d-9501-40b2-b9f8-7d284fffa354;en;Media in Finland;;en/information-about-finland/basic-information-about-finland/media-in-finland*;7633;Media Suomessa uusi (en)
65d93ad6-1811-4cde-b211-97c224db9dfa;en;Cultures and religions in Finland;;en/information-about-finland/basic-information-about-finland/cultures-and-religions-in-finland;4473;Kulttuurit ja uskonnot Suomessa 101 (en)
bd3a6e0c-8753-4d07-8a7f-678a33f22363;en;Finnish customs;;en/information-about-finland/basic-information-about-finland/cultures-and-religions-in-finland/finnish-customs;4487;Suomalainen tapakulttuuri 101 (en)
be29d32a-79b2-4f7c-b19b-50a812b9895d;en;Finnish holidays;;en/information-about-finland/basic-information-about-finland/cultures-and-religions-in-finland/finnish-holidays;7934;Suomalaiset juhlapyhät 101 (en)
e9fea556-a924-4e0d-bd91-827e88ede975;en;Finnish society;Finnish administration | Elections and voting in Finland | Legislation and rights | Equality and equal opportunities | Important authorities;en/information-about-finland/finnish-society;;
e1be6c95-61fa-424a-a7ee-e462d84218c9;en;Finnish administration;;en/information-about-finland/finnish-society/finnish-administration;1310;Valtio ja kunnat 101 (en)
bd199dce-569c-47c8-b65c-4326f21e1fa1;en;Elections and voting in Finland;;en/information-about-finland/finnish-society/elections-in-finland;1324;Vaalit Suomessa 101 (en)
004dc81b-92ed-4b12-bc7a-84aa31909c3d;en;Legislation and rights;;en/information-about-finland/finnish-society/legislation-and-rights;4543;Lait ja oikeudet 101 (en)
4f92a32c-cb64-456e-af46-84e7792ab37f;en;Equality and non-discrimination;;en/information-about-finland/finnish-society/equality-and-non-discrimination;1352;Tasa-arvo ja yhdenvertaisuus Suomessa 101 (en)
19f1acbc-1dc9-4587-9271-9a4bc56aab6f;en;Important authorities;;en/information-about-finland/finnish-society/important-authorities;1366;Tärkeitä viranomaisia 101 (en)
3137fa34-a659-49be-8a96-c778599eaed2;en;Call and ask for advice;;en/information-about-finland/call-and-ask;4641;Soita ja kysy 101 (en)
1565ab29-3d83-4a47-b440-b8d239521fc1;en;Cities;;en/local-information;7679;Kaupungit 101 (en)
38314e32-cb4c-4a28-afe0-51cda79122ed;en;Helsinki;InfoFinland provides information about Helsinki and its services for newcomers.;en/helsinki*;;
63fe82f7-ec4e-46ac-a519-9841614a9dd0;en;Moving to Helsinki;Find out how to move to and settle in Helsinki.;en/helsinki/moving-to-helsinki;4907;Muutto Helsinkiin 101 (en)
d2b68cda-a0a3-4d6f-b1b6-f63c7f813cec;en;Living in Helsinki;;en/helsinki/life-in-helsinki;;
4363dc60-c45f-4f28-a24f-93050ebb4fbe;en;Settling in Helsinki;;en/helsinki/life-in-helsinki/settling-in-helsinki;4909;Maahanmuuttajana Helsingissä 101 (en)
453d825d-011c-4fcb-b0d4-e13fc4fc4eff;en;Work and Enterprise in Helsinki;;en/helsinki/life-in-helsinki/employment-and-entrepreneurship-in-helsinki;7645;Työ ja yrittäjyys Helsingissä, uusi (en)
12019317-5121-4915-9032-4aa324308da6;en;Finnish and Swedish in Helsinki;;en/helsinki/life-in-helsinki/finnish-and-swedish-in-helsinki;4979;Suomen ja ruotsin kieli Helsingissä 101 (en)
843bd1ee-315e-4d39-8df8-50f2cbb058bb;en;Housing in Helsinki;Information about finding a home in Helsinki. How to rent an apartment, buy a home and other options.;en/helsinki/life-in-helsinki/housing-in-helsinki;4993;Asuminen Helsingissä 101 (en)
2f30b1e9-d25f-42fa-823f-86e048754b35;en;Education in Helsinki;;en/helsinki/life-in-helsinki/education-in-helsinki;4934;Koulutus Helsingissä 101 (en)
04acff9f-55a2-4700-b420-aa7d06d37366;en;Health in Helsinki;;en/helsinki/life-in-helsinki/health-in-helsinki;4937;Terveys Helsingissä 101 (en)
9cda207c-8f81-4854-8413-7b1794eb10b0;en;Family in Helsinki;;en/helsinki/life-in-helsinki/family-in-helsinki;7656;Perhe Helsingissä 101 (en)
3b536289-bb54-4b4a-893d-e86fd1ff0405;en;Problem situations in Helsinki;;en/helsinki/life-in-helsinki/problem-situations-in-helsinki;7704;Ongelmatilanteet Helsingissä, uusi (en)
5af36274-eda3-43c2-9e21-0d9ac9435ac4;en;Leisure in Helsinki;;en/helsinki/life-in-helsinki/leisure-in-helsinki;5021;Vapaa-aika Helsingissä 101 (en)
22ac8409-17df-49ae-86ab-83d27e17165a;en;Information about Helsinki;;en/helsinki/information-about-helsinki;5035;Tietoa Helsingistä 101 (en)
76765a40-d997-4ad4-bf14-0b28aeca0dbb;en;Espoo;;en/espoo*;;
91bde7d1-82fd-43c2-8748-264b3fbd054f;en;Moving to Espoo;;en/espoo/moving-to-espoo;5432;Muutto Espooseen 101 (en)
0fe2bbad-e9f0-41c0-b626-7bcaa8121be0;en;Living in Espoo;;en/espoo/life-in-espoo;;
ab08128a-9302-4fb4-b3af-ca95b5613a20;en;Settling in Espoo;;en/espoo/life-in-espoo/settling-in-espoo*;5457;Maahanmuuttajana Espoossa 101 (en)
ce69b2e7-ae07-4f7c-82dc-fc33fd2b3858;en;Work and Enterprise in Espoo;;en/espoo/life-in-espoo/employment-and-entrepreneurship-in-espoo*;5471;Työ ja yrittäjyys Espoossa 101 (en)
cd98652f-6ac4-41cd-a0db-b6a2e5bcdb37;en;Finnish and Swedish in Espoo;;en/espoo/life-in-espoo/finnish-and-swedish-in-espoo;5485;Suomen ja ruotsin kieli Espoossa 101 (en)
01de4173-7e00-438f-9299-cc556bbe2867;en;Housing in Espoo;;en/espoo/life-in-espoo/housing-in-espoo*;5499;Asuminen Espoossa 101 (en)
6b98cb98-5e55-4025-9555-7c423b976979;en;Education in Espoo;;en/espoo/life-in-espoo/education-in-espoo*;5583;Koulutus Espoossa 101 (en)
79f958c2-c1aa-449e-b2d4-6e3021f156e2;en;Health in Espoo;;en/espoo/life-in-espoo/health-in-espoo*;5513;Terveys Espoossa 101 (en)
a2b63932-5ba7-4fbe-b3b9-47ae01e4818a;en;Family in Espoo;;en/espoo/life-in-espoo/family-in-espoo*;5527;Perhe Espoossa 101 (en)
b73964a8-5698-43ae-90c4-04d32e617716;en;Problem situations in Espoo;;en/espoo/life-in-espoo/problem-situations-in-espoo;5541;Ongelmatilanteet Espoossa 101 (en)
15a30394-ec03-43a4-9cbd-0838665668b7;en;Leisure in Espoo;;en/espoo/life-in-espoo/leisure-in-espoo*;5555;Vapaa-aika Espoossa 101 (en)
bc06509c-6faa-49dc-8457-9484dd7b40d0;en;Information about Espoo;;en/espoo/information-about-espoo;5569;Tietoa Espoosta 101 (en)
b50a728a-f038-47e2-bef9-f58aad73eb74;en;Vantaa;;en/vantaa;;
c20f70d0-dade-40e0-aacf-3917806aa8f2;en;Moving to Vantaa;;en/vantaa/moving-to-vantaa;5633;Muutto Vantaalle 101 (en)
001ceceb-ab0e-4a7f-9f21-2c91452b628f;en;Living in Vantaa;;en/vantaa/life-in-vantaa;;
b598219d-b73d-443c-8d24-bd4901f899b6;en;Settling in Vantaa;;en/vantaa/life-in-vantaa/settling-in-vantaa;5619;Maahanmuuttajana Vantaalla 101 (en)
5fc95a7e-79a6-4361-95f5-7a99b272729a;en;Employment and entrepreneurship in Vantaa;;en/vantaa/life-in-vantaa/employment-and-entrepreneurship-in-vantaa;5717;Työ ja yrittäjyys Vantaalla 101 (en)
8eb30249-033d-4397-bf4c-ba4cc37499f6;en;Finnish and Swedish  in Vantaa;;en/vantaa/life-in-vantaa/finnish-and-swedish-in-vantaa;5675;Suomen ja ruotsin kieli Vantaalla 101 (en)
a0776c63-c863-491a-ab68-22c96bbad803;en;Housing in Vantaa;;en/vantaa/life-in-vantaa/housing-in-vantaa;5591;Asuminen Vantaalla 101 (en)
009a551f-43c1-4653-816a-ad67eb4bbf66;en;Education in Vantaa;;en/vantaa/life-in-vantaa/education-in-vantaa;5605;Koulutus Vantaalla 101 (en)
693a26fa-55f9-4a08-a34f-dde705477167;en;Health in Vantaa;;en/vantaa/life-in-vantaa/health-in-vantaa;5689;Terveys Vantaalla 101 (en)
ffef7b6e-0b28-495b-90bf-aef78f9ce459;en;Family in Vantaa;;en/vantaa/life-in-vantaa/family-in-vantaa;5661;Perhe Vantaalla 101 (en)
07647a36-0fbd-4b4d-af3a-65ad48b00cc7;en;Problem situations in Vantaa;;en/vantaa/life-in-vantaa/problem-situations-in-vantaa;5647;Ongelmatilanteet Vantaalla 101 (en)
ba399b5f-16bb-42e2-b11c-8dba0aa0a53d;en;Leisure in Vantaa;;en/vantaa/life-in-vantaa/leisure-in-vantaa;5731;Vapaa-aika Vantaalla 101 (en)
724e92a4-3d8b-466f-8b78-0769ecfa3e70;en;Information about Vantaa;;en/vantaa/information-about-vantaa;5703;Tietoa Vantaasta 101 (en)
3cf32436-2419-4478-8e98-254939dc97a7;en;Kauniainen;;en/kauniainen;;
930c1a77-7354-4405-be2e-dd3d6a4ef3ad;en;Moving to Kauniainen;;en/kauniainen/moving-to-kauniainen;5287;Muutto Kauniaisiin 101 (en)
981da5a4-6ce2-4e7d-955f-0e88559ffb42;en;Living in Kauniainen;;en/kauniainen/life-in-kauniainen;;
e86c232b-3bc5-4c99-a1d1-0e95573ae180;en;Settling in Kauniainen;;en/kauniainen/life-in-kauniainen/settling-in-kauniainen;5301;Maahanmuuttajana Kauniaisissa 101 (en)
c3b2292f-e1a5-43c0-8ecc-86b41c776b57;en;Work and Enterprise in Kauniainen;;en/kauniainen/life-in-kauniainen/employment-and-entrepreneurship-in-kauniainen;5315;Työ ja yrittäjyys Kauniaisissa 101 (en)
76cbf233-55bc-49bf-9c4f-fadd43ae07a5;en;Finnish and Swedish in Kauniainen;;en/kauniainen/life-in-kauniainen/finnish-and-swedish-in-kauniainen;5329;Suomen ja ruotsin kieli Kauniaisissa 101 (en)
cc0c9f1d-a877-423b-bbf4-ae0c2020fae3;en;Housing in Kauniainen;;en/kauniainen/life-in-kauniainen/housing-in-kauniainen;5333;Asuminen Kauniaisissa 101 (en)
0a4461e5-38fd-4e4b-8576-3e1c12bd97f7;en;Education in Kauniainen;;en/kauniainen/life-in-kauniainen/education-in-kauniainen;5346;Koulutus Kauniaisissa 101 (en)
378a93c6-5a1f-4eba-b5a4-f65d810cdfc3;en;Health in Kauniainen;;en/kauniainen/life-in-kauniainen/health-in-kauniainen;5360;Terveys Kauniaisissa 101 (en)
5a80be63-b992-4607-bfc3-3a952f0adeaf;en;Family in Kauniainen;;en/kauniainen/life-in-kauniainen/family-in-kauniainen;5374;Perhe Kauniaisissa 101 (en)
1830103c-6c1c-4238-82e7-cfce0b37cec5;en;Problem situations in Kauniainen;;en/kauniainen/life-in-kauniainen/problem-situations-in-kauniainen;5388;Ongelmatilanteet Kauniaisissa 101 (en)
41f48e24-df3d-4e0c-a77e-02f517a24ad2;en;Leisure in Kauniainen;;en/kauniainen/life-in-kauniainen/leisure-in-kauniainen;5414;Vapaa-aika Kauniaisissa 101 (en)
428bcf0b-16a1-4d35-a9bf-e36a854e641d;en;Information on Kauniainen;;en/kauniainen/information-on-kauniainen;5427;Tietoa Kauniaisista 101 (en)
0a05dd04-b92d-4afb-afde-9a61b038402c;en;Turku;;en/turku;;
a45490a3-1df9-4795-8488-f6b9a0abf431;en;Moving to Turku;;en/turku/moving-to-turku;6049;Muutto Turkuun 101 (en)
b3a8c348-d147-4bc5-9c8d-a8799cb33350;en;Life in Turku;;en/turku/life-in-turku;;
190e1e86-65a3-46e9-aea0-334e4d119217;en;Settling in Turku;;en/turku/life-in-turku/settling-in-turku;6050;Maahanmuuttajana Turussa 101 (en)
311c5fe3-ef47-4a6e-b901-4b246d25fca0;en;Employment and entrepreneurship in Turku;;en/turku/life-in-turku/employment-and-entrepreneurship-in-turku;6051;Työ ja yrittäjyys Turussa 101 (en)
f8833a9a-d60b-43af-944a-9e2a6eb95fc9;en;Finnish and Swedish language in Turku;;en/turku/life-in-turku/finnish-and-swedish-language-in-turku;6052;Suomen ja ruotsin kieli Turussa 101 (en)
9965222a-cb6a-4059-875f-966f2326b2b3;en;Housing in Turku;;en/turku/life-in-turku/housing-in-turku;6053;Asuminen Turussa 101 (en)
fb7bbcc3-0fda-4a52-8908-f907f8f5fe64;en;Education in Turku;;en/turku/life-in-turku/education-in-turku;6054;Koulutus Turussa 101 (en)
a69591f5-a925-4a91-8833-4935159628c4;en;Health in Turku;;en/turku/life-in-turku/health-in-turku;6055;Terveys Turussa 101 (en)
fe2e380f-fb6f-43a9-8f5a-5960b1fcfc95;en;Family in Turku;;en/turku/life-in-turku/family-in-turku;6056;Perhe Turussa 101 (en)
00e089b1-525c-4fc6-8f81-ab05ad6bc1a2;en;Problem situations in Turku;;en/turku/life-in-turku/problem-situations-in-turku;6057;Ongelmatilanteet Turussa 101 (en)
f7d4e9d9-521c-4239-be9e-894f2ce54fee;en;Leisure in Turku;;en/turku/life-in-turku/leisure-in-turku;7500;Vapaa-aika Turussa 101 (en)
4cc76399-6709-449b-94b8-15752740d3a2;en;Information about Turku;;en/turku/information-about-turku;6059;Tietoa Turusta 101 (en)
93748f03-8254-4732-b4d1-18dcd00ce004;en;Tampere;;en/tampere;;
64d44733-7c54-48ab-b0b9-f8f0dee102e5;en;Moving to Tampere;;en/tampere/moving-to-tampere;6249;Muutto Tampereelle 101 (en)
32eaeae0-52dc-420b-80b8-d87ea50c88ab;en;Life in Tampere;;en/tampere/life-in-tampere;;
6673a511-9ed6-49c2-95e1-1d35b2fb8aee;en;Settling in Tampere;;en/tampere/life-in-tampere/settling-in-tampere;6252;Maahanmuuttajana Tampereella 101 (en)
adcebb6e-6da2-4f7a-9af6-6a9dc879617d;en;Employment and entrepreneurship in Tampere;;en/tampere/life-in-tampere/employment-and-entrepreneurship-in-tampere;6255;Työ ja yrittäjyys Tampereella 101 (en)
9254f096-351d-46fc-b80b-21f8008097b5;en;Finnish and Swedish language in Tampere;;en/tampere/life-in-tampere/finnish-and-swedish-language-in-tampere;6258;Suomen ja ruotsin kieli Tampereella 101 (en)
2004c540-a6ab-46be-baee-d2a94c2a56fe;en;Housing in Tampere;;en/tampere/life-in-tampere/housing-in-tampere;6261;Asuminen Tampereella 101 (en)
578c6f33-efa6-4f31-a063-b10cf0ab4144;en;Education in Tampere;;en/tampere/life-in-tampere/education-in-tampere;6264;Koulutus Tampereella 101 (en)
3716da5a-628d-489f-97e2-2a0759f66b78;en;Health in Tampere;;en/tampere/life-in-tampere/health-in-tampere;6267;Terveys Tampereella 101 (en)
85edbd71-06f3-4ba8-b3e4-70520db67eb0;en;Family in Tampere;;en/tampere/life-in-tampere/family-in-tampere;6270;Perhe Tampereella 101 (en)
43ad3129-fb5b-4bd0-9c9d-1311a034b101;en;Problem situations in Tampere;;en/tampere/life-in-tampere/problem-situations-in-tampere;6273;Ongelmatilanteet Tampereella 101 (en)
209ed2ef-17a5-404f-a4af-8f0b4275e476;en;Leisure in Tampere;;en/tampere/life-in-tampere/leisure-in-tampere;6276;Vapaa-aika Tampereella 101 (en)
b60d19f6-e192-4035-80f9-b9d366613375;en;Information about Tampere;;en/tampere/information-about-tampere;6279;Tietoa Tampereesta 101 (en)
d559163c-89c5-45c0-9087-7707f9a37cd1;en;Vaasa;;en/vaasa;;
f0c36de9-4ab7-4cdb-801a-da8a9fd601ba;en;Moving to Vaasa;;en/vaasa/moving-to-vaasa;8296;Muutto Vaasaan (en)
ebe628a2-d4c9-431a-a396-9c84f5805ede;en;Living in Vaasa;;en/vaasa/living-in-vaasa;;
6d7dcf87-6366-46c9-87e3-035f6dc78bae;en;Settling in Vaasa;;en/vaasa/living-in-vaasa/settling-in-vaasa;8298;Asettuminen Vaasaan (en)
f1f2c82d-776d-453d-abc3-ed12407dd9df;en;Employment and entrepreneurship in Vaasa;;en/vaasa/living-in-vaasa/employment-and-entrepreneurship-in-vaasa;8300;Työ ja yrittäjyys Vaasassa (en)
5cacd26d-b497-43ea-9bc6-b961e9529956;en;Finnish and Swedish in Vaasa;;en/vaasa/living-in-vaasa/finnish-and-swedish-in-vaasa;8302;Suomen ja ruotsin kieli Vaasassa (en)
31bb9ff2-e81c-46d1-aaa6-f30492afd121;en;Housing in Vaasa;;en/vaasa/living-in-vaasa/housing-in-vaasa;8304;Asuminen Vaasassa (en)
361d50b1-68dc-4dab-9b0b-6026cb587513;en;Education in Vaasa;;en/vaasa/living-in-vaasa/education-in-vaasa;8306;Koulutus Vaasassa (en)
fa40cc0c-caae-497f-bbbd-6eca60ff423f;en;Health in Vaasa;;en/vaasa/living-in-vaasa/health-in-vaasa;8308;Terveys Vaasassa (en)
ae246a1e-2212-4721-9458-d7c5b3dae373;en;Family in Vaasa;;en/vaasa/living-in-vaasa/family-in-vaasa;8310;Perhe Vaasassa (en)
0d26cd30-e83d-4756-84c3-fc813318f5a4;en;Problem situation in Vaasa;;en/vaasa/living-in-vaasa/problem-situations-in-vaasa;8312;Ongelmatilanteet Vaasassa (en)
05a5ef85-d450-4957-955c-d4824c91e4ae;en;Leisure in Vaasa;;en/vaasa/living-in-vaasa/leisure-in-vaasa;8314;Vapaa-aika Vaasassa (en)
d4be8171-1ea8-4fcb-b335-7cfa492fbb85;en;Information about Vaasa;;en/vaasa/information-about-vaasa;8316;Tietoa Vaasasta (en)
5e219db4-0238-4f20-ac17-9a0dc4644a3c;en;Kokkola;;en/kokkola;;
111e0594-0d14-45c8-ac84-431812a9de04;en;Moving to Kokkola;;en/kokkola/moving-to-kokkola;7070;Muutto Kokkolaan (en)
f3ec856c-f772-4334-9456-c7da9cedaf15;en;Life in Kokkola;;en/kokkola/life-in-kokkola;;
f9a2fdf9-b99b-454a-afd5-b1383fb497cf;en;Settling in Kokkola;;en/kokkola/life-in-kokkola/settling-in-kokkola;7073;Maahanmuuttajana Kokkolassa (en)
300bcd96-b169-4745-a9c6-84bee739192f;en;Work and enterprise in Kokkola;;en/kokkola/life-in-kokkola/work-and-enterprise-in-kokkola;7076;Työ ja yrittäjyys Kokkolassa (en)
ccac10a8-c6f3-456f-9ad1-f078b0a51554;en;Finnish and Swedish in Kokkola;;en/kokkola/life-in-kokkola/finnish-and-swedish-in-kokkola;7079;Suomen ja ruotsin kieli Kokkolassa (en)
5a5a9564-8bc7-486a-9032-a5c1ab78f1b4;en;Housing in Kokkola;;en/kokkola/life-in-kokkola/housing-in-kokkola;7082;Asuminen Kokkolassa (en)
2e526bfb-47fe-447a-bec0-a9d800f6b77d;en;Education in Kokkola;;en/kokkola/life-in-kokkola/education-in-kokkola;7085;Koulutus Kokkolassa (en)
558314b1-b7d3-4eb9-8ff8-b9cd94258c02;en;Health care in Kokkola;;en/kokkola/life-in-kokkola/health-care-in-kokkola;7088;Terveys Kokkolassa (en)
ad4a44c0-0a45-470d-a0fa-18e9dc4a8e6c;en;Family in Kokkola;;en/kokkola/life-in-kokkola/family-in-kokkola;7091;Perhe Kokkolassa (en)
c0d48252-a3b9-471f-9377-28c503466cbb;en;Problem situations in Kokkola;;en/kokkola/life-in-kokkola/problem-situations-in-kokkola;7094;Ongelmatilanteet Kokkolassa (en)
8c935248-2aa7-49fe-8cda-2fbd6ed65f89;en;Leisure in Kokkola;;en/kokkola/life-in-kokkola/leisure-in-kokkola;7097;Vapaa-aika Kokkolassa (en)
ab5d8e9c-9835-4057-8e92-dae8f95b24d3;en;Information about Kokkola;;en/kokkola/information-about-kokkola;7100;Tietoa Kokkolasta (en)
4801216c-4339-4dd2-8e0f-b725d7aee691;en;Raahe-Kalajoki Region;;en/raahe-kalajoki-region;6833;Raahe-Kalajoki seutu (en)
f617ea56-b89e-4ead-a454-b73f980296e1;en;Moving to Raahe-Kalajoki Region;;en/raahe-kalajoki-region/moving-to-raahe-kalajoki-region;6836;Muutto Raahe-Kalajoki seudulle (en)
